firearm_id,display_name,barrel_length,proposed_passport_fit,confidence_level,passport_chart_exact_match,comparable_models,decision_basis,review_required,reviewer_decision,supporting_source_urls,aliases
KIMBER-000039,Kimber Eclipse II,5.00,A3,High,Yes,Custom II - 5.00 inch barrel,Full-size .45 ACP eclipse series,No,Approved,https://pholsters.com/size-chart/,Eclipse II
KIMBER-000040,Kimber Target,5.00,A3,High,Yes,Custom II - 5.00 inch barrel,Full-size .45 ACP target variant,No,Approved,https://pholsters.com/size-chart/,Target
KIMBER-000041,Kimber Super Match,5.00,A3,High,Yes,Custom II - 5.00 inch barrel,Full-size .45 ACP super match,No,Approved,https://pholsters.com/size-chart/,Super Match
KIMBER-000042,Kimber Super Match II,5.00,A3,High,Yes,Custom II - 5.00 inch barrel,Full-size .45 ACP super match II,No,Approved,https://pholsters.com/size-chart/,Super Match II
KIMBER-000043,Kimber Tactical Pro II,4.00,A2.5,High,Yes,Pro - 4.00 inch barrel,Compact .45 ACP tactical pro II,No,Approved,https://pholsters.com/size-chart/,Tactical Pro II
KIMBER-000044,Kimber Tactical Ultra II,3.00,A1.5,High,Yes,Ultra - 3.00 inch barrel,Subcompact .45 ACP tactical ultra II,No,Approved,https://pholsters.com/size-chart/,Tactical Ultra II
KIMBER-000045,Kimber Combat Carry,5.00,A3,High,Yes,Custom II - 5.00 inch barrel,Full-size .45 ACP combat carry,No,Approved,https://pholsters.com/size-chart/,Combat Carry
KIMBER-000046,Kimber Custom Aegis,5.00,A3,High,Yes,Custom II - 5.00 inch barrel,Full-size .45 ACP custom aegis,No,Approved,https://pholsters.com/size-chart/,Custom Aegis
KIMBER-000047,Kimber Compact CDP II,4.00,A2.5,High,Yes,Pro - 4.00 inch barrel,Compact .45 ACP CDP II,No,Approved,https://pholsters.com/size-chart/,Compact CDP II
KIMBER-000048,Kimber Ultra CDP II,3.00,A1.5,High,Yes,Ultra - 3.00 inch barrel,Subcompact .45 ACP CDP II,No,Approved,https://pholsters.com/size-chart/,Ultra CDP II
KIMBER-000049,Kimber Tactical Entry,3.00,A1.5,High,Yes,Ultra - 3.00 inch barrel,Subcompact .45 ACP tactical entry,No,Approved,https://pholsters.com/size-chart/,Tactical Entry
KIMBER-000050,Kimber Gold Match,5.00,A3,Medium,Yes,Custom II - 5.00 inch barrel,Full-size .45 ACP gold match discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,Gold Match
KIMBER-000051,Kimber Gold Match II,5.00,A3,Medium,Yes,Custom II - 5.00 inch barrel,Full-size .45 ACP gold match II discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,Gold Match II
KIMBER-000052,Kimber Aegis Pro,4.00,A2.5,Medium,Yes,Pro - 4.00 inch barrel,Compact .45 ACP aegis pro discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,Aegis Pro
KIMBER-000053,Kimber Aegis Ultra,3.00,A1.5,Medium,Yes,Ultra - 3.00 inch barrel,Subcompact .45 ACP aegis ultra discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,Aegis Ultra
KIMBER-000054,Kimber Compact Stainless,4.00,A2.5,Medium,Yes,Pro - 4.00 inch barrel,Compact .45 ACP stainless discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,Compact SS
KIMBER-000055,Kimber Ultra Stainless II,3.00,A1.5,Medium,Yes,Ultra - 3.00 inch barrel,Subcompact .45 ACP stainless II discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,Ultra SS II
KIMBER-000056,Kimber Polymer,5.00,A3,Medium,Yes,Custom II - 5.00 inch barrel,Full-size .45 ACP polymer discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,Polymer
KIMBER-000057,Kimber Pro Carry,4.00,A2.5,Medium,Yes,Pro - 4.00 inch barrel,Compact .45 ACP pro carry discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,Pro Carry
KIMBER-000058,Kimber Ultra Carry II,3.00,A1.5,Medium,Yes,Ultra - 3.00 inch barrel,Subcompact .45 ACP ultra carry II discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,Ultra Carry II
KIMBER-000059,Kimber Grand Raptor II,5.00,A3,Medium,Yes,Grand Raptor - 5.00 inch barrel,Full-size .45 ACP grand raptor II discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,Grand Raptor II
KIMBER-000060,Kimber Stainless Gold Match,5.00,A3,Medium,Yes,Gold Match - 5.00 inch barrel,Full-size .45 ACP stainless gold match discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,SS Gold Match
KIMBER-000061,Kimber Royal,5.00,A3,Low,No,Custom II - 5.00 inch barrel,Full-size .45 ACP royal discontinued,Yes,Requires Historical Research,https://en.wikipedia.org/wiki/Kimber_(firearms),Royal
KIMBER-000062,Kimber Centennial,5.00,A3,Medium,Yes,Custom II - 5.00 inch barrel,Full-size .45 ACP centennial variant,No,Approved Discontinued,https://pholsters.com/size-chart/,Centennial
KIMBER-000063,Kimber Compact Pro Stainless,4.00,A2.5,Medium,Yes,Pro - 4.00 inch barrel,Compact .45 ACP pro SS discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,Compact Pro SS
KIMBER-000064,Kimber Micro 9 DC,3.15,A2,Medium,Yes,Micro 9 - 3.15 inch barrel,Subcompact 9mm micro DC discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,Micro 9 DC
KIMBER-000065,Kimber Aegis II,5.00,A3,Medium,Yes,Custom II - 5.00 inch barrel,Full-size .45 ACP aegis II discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,Aegis II
