firearm_id,display_name,barrel_length,proposed_passport_fit,confidence_level,passport_chart_exact_match,comparable_models,decision_basis,review_required,reviewer_decision,supporting_source_urls,aliases
CZ-000050,CZ 75 25th Anniversary,4.61,A3,Medium,Yes,75 B - 4.61 inch barrel,Full-size 9mm anniversary edition,No,Approved Discontinued,https://pholsters.com/size-chart/,75 25th Anniv
CZ-000051,CZ 75 Tactical Sport,5.20,A3,High,Yes,TS Czechmate - 5.20 inch barrel,Full-size 9mm tactical sport competition,No,Approved,https://pholsters.com/size-chart/,Tactical Sport
CZ-000052,CZ 75 Tactical Sport Orange,5.20,A3,High,Yes,Tactical Sport - 5.20 inch barrel,Full-size 9mm tactical sport orange,No,Approved,https://pholsters.com/size-chart/,Tactical Sport Orange
CZ-000053,CZ 97 B,4.84,A3,High,Yes,Colt M1911A1 - 4.84 inch barrel,Full-size .45 ACP double-action,No,Approved,https://pholsters.com/size-chart/,97 B
CZ-000054,CZ 97 BD,4.84,A3,Medium,Yes,97 B - 4.84 inch barrel,Full-size .45 ACP BD variant discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,97 BD
CZ-000055,CZ Vz. 61 Skorpion,4.50,A3,Medium,Yes,CZ 75 B - 4.50 inch barrel,Full-size 7.65mm submachine discontinued,Yes,Requires Historical Research,https://en.wikipedia.org/wiki/Vz._61_Skorpion,Skorpion
CZ-000056,CZ 2075 RAMI,3.07,A1.5,High,Yes,S&W Shield - 3.07 inch barrel,Micro-compact 9mm modern,No,Approved,https://pholsters.com/size-chart/,2075 RAMI
CZ-000057,CZ 2075 RAMI Compact,3.07,A1.5,High,Yes,2075 RAMI - 3.07 inch barrel,Micro-compact 9mm RAMI compact,No,Approved,https://pholsters.com/size-chart/,2075 RAMI Compact
CZ-000058,CZ 2075 RAMI .40 S&W,3.07,A1.5,High,Yes,2075 RAMI - 3.07 inch barrel,Micro-compact .40 S&W variant,No,Approved,https://pholsters.com/size-chart/,2075 RAMI 40
CZ-000059,CZ Deadeye Revolver,3.00,A2,High,Yes,S&W Model 60 - 3.00 inch barrel,.38 Special precision revolver,No,Approved,https://pholsters.com/size-chart/,Deadeye
CZ-000060,CZ 75 Compact B,3.93,A2.5,Medium,Yes,75 Compact - 3.93 inch barrel,Compact 9mm compact B discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,Compact B
CZ-000061,CZ 75 SP-01 Accu-Shadow,4.72,A3,High,Yes,SP-01 Shadow - 4.72 inch barrel,Full-size 9mm shadow accuracy variant,No,Approved,https://pholsters.com/size-chart/,Accu-Shadow
CZ-000062,CZ 75 P-01 Ultra Compact,3.80,A2,High,Yes,P-01 - 3.80 inch barrel,Compact 9mm P-01 ultra compact,No,Approved,https://pholsters.com/size-chart/,P-01 Ultra
CZ-000063,CZ P-10 M,3.50,A2,High,Yes,Glock G26 - 3.50 inch barrel,Subcompact 9mm striker micro,No,Approved,https://pholsters.com/size-chart/,P-10 M
CZ-000064,CZ 75 Shadow 2 OR,4.89,A3,High,Yes,Shadow 2 - 4.89 inch barrel,Full-size 9mm shadow optics ready,No,Approved,https://pholsters.com/size-chart/,Shadow 2 OR
CZ-000065,CZ 75 SP-01 Accu-Shadow OR,4.72,A3,High,Yes,SP-01 Accu-Shadow - 4.72 inch barrel,Full-size 9mm accu-shadow optics ready,No,Approved,https://pholsters.com/size-chart/,Accu-Shadow OR
