firearm_id,display_name,barrel_length,proposed_passport_fit,confidence_level,passport_chart_exact_match,comparable_models,decision_basis,review_required,reviewer_decision,supporting_source_urls,aliases
SW-000035,S&W Model 638,1.88,A1,High,Yes,Model 637 - 1.88 inch barrel,.38 Special Airweight variant,No,Approved,https://pholsters.com/size-chart/,638
SW-000036,S&W Model 357,1.88,A1,High,Yes,Model 637 - 1.88 inch barrel,.357 Magnum Airweight,No,Approved,https://pholsters.com/size-chart/,357
SW-000037,S&W Model 686,4.00,A2.5,High,Yes,Colt Python - 4.00 inch barrel,.357 Magnum revolver,No,Approved,https://pholsters.com/size-chart/,686
SW-000038,S&W Model 686 Plus,4.13,A2.5,High,Yes,Model 686 - 4.13 inch barrel,.357 Magnum 7-shot,No,Approved,https://pholsters.com/size-chart/,686+
SW-000039,S&W Spec Series R Model 686 Plus,4.13,A2.5,High,Yes,Model 686 Plus - 4.13 inch barrel,.357 Magnum 2026 performance,No,Approved,https://pholsters.com/size-chart/,Spec R 686+
SW-000040,S&W Model 629,4.00,A2.5,High,Yes,Model 686 - 4.00 inch barrel,.44 Magnum revolver,No,Approved,https://pholsters.com/size-chart/,629
SW-000041,S&W Model 340 PD,1.88,A1,High,Yes,S&W Model 36 - 1.88 inch barrel,.357 Magnum ultralight revolver,No,Approved,https://pholsters.com/size-chart/,340 PD
SW-000042,S&W Model 500,4.00,A2.5,Medium,No,Desert Eagle - 4.00 inch barrel,.500 S&W Magnum,Yes,Requires Historical Research,https://pholsters.com/size-chart/,500
SW-000043,S&W Model 460,4.00,A2.5,Medium,No,Model 500 - 4.00 inch barrel,.460 S&W Magnum,Yes,Requires Historical Research,https://pholsters.com/size-chart/,460
SW-000044,S&W Model 59,4.00,A2.5,Medium,Yes,M&P9 Compact - 4.00 inch barrel,Compact 9mm double stack discontinued,Yes,Requires Verification,https://pholsters.com/size-chart/,59
SW-000045,S&W Model 439,4.00,A2.5,Medium,Yes,Model 59 - 4.00 inch barrel,Compact 9mm double stack discontinued,Yes,Requires Verification,https://pholsters.com/size-chart/,439
SW-000046,S&W Model 459,4.00,A2.5,Medium,Yes,Model 59 - 4.00 inch barrel,Full-size 9mm double stack discontinued,Yes,Requires Verification,https://pholsters.com/size-chart/,459
SW-000047,S&W Model 3913,3.50,A2,Medium,Yes,Colt Officer's - 3.50 inch barrel,Compact 9mm single stack discontinued,Yes,Requires Verification,https://pholsters.com/size-chart/,3913
SW-000048,S&W Model 4013,4.00,A2.5,Medium,Yes,M&P9 Compact - 4.00 inch barrel,Compact .40 S&W single stack discontinued,Yes,Requires Verification,https://pholsters.com/size-chart/,4013
SW-000049,S&W Model 4513,4.13,A2.5,Medium,Yes,Model 4013 - 4.13 inch barrel,Compact .45 ACP single stack discontinued,Yes,Requires Verification,https://pholsters.com/size-chart/,4513
SW-000050,S&W Model 10,4.00,A2.5,Medium,Yes,Colt Police Special - 4.00 inch barrel,.38 Special revolver discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,10
