firearm_id,display_name,barrel_length,proposed_passport_fit,confidence_level,passport_chart_exact_match,comparable_models,decision_basis,review_required,reviewer_decision,supporting_source_urls,aliases
GLOCK-000028,Glock 29 Gen 5,3.78,A2,High,Yes,Glock 29 - 3.78 inch barrel,Compact 10mm modern variant,No,Approved,https://pholsters.com/size-chart/,G29 Gen5
GLOCK-000029,Glock 21,4.49,A3,High,Yes,Colt M1911 - 4.49 inch barrel,Full-size .45 ACP polymer,No,Approved,https://pholsters.com/size-chart/,G21
GLOCK-000030,Glock 21 Gen 5,4.49,A3,High,Yes,Glock 21 - 4.49 inch barrel,Full-size .45 ACP modern variant,No,Approved,https://pholsters.com/size-chart/,G21 Gen5
GLOCK-000031,Glock 30,3.77,A2,High,Yes,Glock G30 - 3.77 inch barrel,Compact .45 ACP polymer,No,Approved,https://pholsters.com/size-chart/,G30
GLOCK-000032,Glock 30 Gen 5,3.77,A2,High,Yes,Glock 30 - 3.77 inch barrel,Compact .45 ACP modern variant,No,Approved,https://pholsters.com/size-chart/,G30 Gen5
GLOCK-000033,Glock 30S,3.77,A2,High,Yes,Glock 30 - 3.77 inch barrel,Compact .45 ACP slimline variant,No,Approved,https://pholsters.com/size-chart/,G30S
GLOCK-000034,Glock 36,3.77,A2,High,Yes,Glock 30 - 3.77 inch barrel,Compact .45 ACP slimline,No,Approved,https://pholsters.com/size-chart/,G36
GLOCK-000035,Glock 37,4.49,A3,Medium,Yes,Glock 22 - 4.49 inch barrel,.45 GAP full-size discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,G37
GLOCK-000036,Glock 38,4.02,A2.5,Medium,Yes,Glock 23 - 4.02 inch barrel,.45 GAP compact discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,G38
GLOCK-000037,Glock 39,3.43,A1.5,Medium,Yes,Glock 27 - 3.43 inch barrel,.45 GAP subcompact discontinued,No,Approved Discontinued,https://pholsters.com/size-chart/,G39
GLOCK-000038,Glock 40,6.02,A4,High,Yes,Glock 20 - 6.02 inch barrel,Full-size 10mm long slide,No,Approved,https://pholsters.com/size-chart/,G40
GLOCK-000039,Glock 41,5.31,A4,High,Yes,Glock 21 - 5.31 inch barrel,Full-size .45 ACP long slide,No,Approved,https://pholsters.com/size-chart/,G41
GLOCK-000040,Glock 43X,3.41,A2,High,Yes,Glock G43X - 3.41 inch barrel,Compact 9mm slimline,No,Approved,https://pholsters.com/size-chart/,G43X
